Sentences,Labels
is chicago named chicago ,DESC:reason
three colors ink used print u.s. dollar bill ,ENTY:color
exactly the purpose the anteater ,DESC:reason
is correct way use  may  vs.  might  ,ENTY:techmeth
north american city boasts biggest polish population ,LOC:city
radio  tv movie character jackie gleason william bendix play ,HUM:ind
is planned berth merchant ship  lane victory  merchant marine veterans converting a floating museum ,LOC:other
does pedometer measure ,ENTY:other
is maurizio pellegrin s age ,NUM:period
many thousands students attend university massachusetts ,NUM:count
name u.s. senate majority leader the speaker the house .,HUM:ind
name football s new york titans adopt 1963 ,HUM:gr
female suspect the game clue single ,HUM:ind
owns cnn ,HUM:ind
how many americans still unaccounted from vietnam war ,NUM:count
is chemical reactivity neon ,NUM:other
is auto-commentary ,DESC:def
is oldest website the internet ,LOC:other
is deconstructionism ,DESC:def
did lenny bruce say got arrested ,DESC:desc
newspaper returned pulitzer prize the fraudulent story jimmy s world ,ENTY:cremat
is fear speaking ,ENTY:dismed
was hitler s favorite movie ,ENTY:cremat
do airliners crash vs. gliding ,DESC:reason
are little blue reflectors the middle the road ,DESC:reason
member the little rascals an on-again  off-again sweetheart darla hood ,HUM:ind
is saline used medicine ,DESC:manner
is name the  female  counterpart el nino  results cooling temperatures very dry weather ,ENTY:termeq
incident 1933 the german nazis use justify emergency decrees  imprisoning opponents vesting power themselves ,ENTY:event
country you visiting you land president duvalier airport ,LOC:country
attorney-general ordered closing alcatraz ,HUM:ind
is capital congo ,LOC:city
is text the fifth amendment ,DESC:desc
is country starts the letter x ,LOC:country
countries earn most tourism ,LOC:country
is internet2 ,DESC:def
city china the largest number foreign financial companies ,LOC:city
are oscars academy awards 1999 ,NUM:date
was prophet the jewish people ,HUM:ind
is most common name ,HUM:ind
was oldest u.s. president ,HUM:ind
common plant a button  cap  cup  gills  ring ,ENTY:plant
was dubai s first concrete house built ,NUM:date
is milky way ,DESC:def
is remembrance day about ,DESC:desc
food marco polo introduce italy the court kubla khan ,ENTY:food
diamond producer controls 80% the world s diamonds ,HUM:gr
is prophet the religion islam ,HUM:ind
portrayed maggio the film here eternity ,HUM:ind
are zebras likely found ,LOC:other
are odds giving birth twins ,NUM:perc
is best place live the world  considering climate  civilization ,LOC:other
is meant  capital market  ,DESC:def
my antonia  is mr. shimerda of place the farm ,DESC:manner
ship lloyd m. bucher command ,ENTY:veh
name medicine commonly used combat aids ,ENTY:dismed
is difference hair fur ,DESC:desc
is difference love infatuation ,DESC:desc
name cartoon genie conjured the magic ring shared nancy chuck .,HUM:ind
foods contain vitamin b12 ,ENTY:food
is amount money owed illegally a dog a beach ,NUM:money
are first last letters the greek alphabet ,ENTY:letter
is web address which can find e-mail address a member the us house representatives ,LOC:other
big the largest diamond ,NUM:volsize
are ways help someone chicken pox ,ENTY:techmeth
do find the exact time a sunset a particular day ,DESC:manner
did original howdy doody show go the air ,NUM:date
many languages there the world ,NUM:count
was picasso ,HUM:desc
were only two bald u.s. presidents ,HUM:ind
member charlie s angels sang vocals josie the pussycats ,HUM:ind
river flows past temple karnak ,LOC:other
comedian the perfect fool ,HUM:ind
are benefits a rowing machine ,DESC:desc
do find information the queensland national competition policy,LOC:other
s  coup de poing  a french boxer ,DESC:def
s difference carelessness carefreeness ,DESC:desc
is islamic counterpart the red cross ,ENTY:termeq
does tuberculosis afflict people ,DESC:reason
loved flash gordon besides dale ,HUM:ind
is tyvek ,DESC:def
do humans catch zoonose diseases ,ENTY:other
did asia get name ,DESC:manner
was name u.s. navy gunboat the film the sand pebbles ,ENTY:veh
can get information the original 13 us colonies ,LOC:other
what disease the drug sinemet used a treatment ,ENTY:dismed
are three ways which wind created the earth ,ENTY:techmeth
gender not allowed vote kuwait ,ENTY:other
many inches six feet tom selleck ,NUM:count
is name the disease actress hunter tylo s baby girl ,ENTY:dismed
s only president buried washington,HUM:ind
much you rent volkswagen bug in 1966 ,NUM:money
whose singing voice dubbed for natalie wood west side story audrey hepburn my fair lady ,HUM:ind
is mean income the top 10%  top 5%  top 1% ,NUM:money
north american city sprouts most parking meters ,LOC:city
is largest most expensive freeway construction project the u.s. right now ,LOC:other
can do get an ivy league school ,DESC:desc
film louise fletcher win best actress oscar ,ENTY:cremat
did gulliver find race tiny people ,LOC:other
1950 film won seven oscars  including best picture ,ENTY:cremat
much stronger the new vitreous carbon material invented the tokyo institute technology compared the material made cellulose ,NUM:count
much tuberculosis combatting drugs cost ,NUM:money
president bush compared saddam hussein whom ,HUM:ind
s name pittsburgh s baseball team ,HUM:gr
shakespeare play opens the line   now the winter our discontent.. .  ,ENTY:cremat
tv comedian worked white fang  black tooth pookie lion ,HUM:ind
created character james bond ,HUM:ind
type exercise burns most calories ,ENTY:sport
is  only cigarette made no leftovers  ,DESC:desc
did japanese imperial forces surrender end wwii ,LOC:other
is mikhail gorbachev s middle initial ,ABBR:abb
many rows whiskers a cat ,NUM:count
british general surrendered the colonial army saratoga ,HUM:ind
can people ireland come the u.s.  work  then return ireland ,DESC:manner
product s ads claim it  eliminates odors  kills household germs  mold  mildew  ,ENTY:product
is world population of today ,NUM:count
is history buffalo chicken wings ,DESC:desc
is humidity ,DESC:def
kind creatures black  yellow  brown bullheads ,ENTY:animal
city you you feeding pigeons in the piazza san marco ,LOC:city
artist s studio the bateau-lavoir montmartre ,HUM:ind
is name the planet the ewoks live ,LOC:other
many words there the spanish language ,NUM:count
is information the novel  el cid  ,LOC:other
is chemical formula napalm ,ENTY:symbol
is yohimbine ,DESC:def
is  chicago hope  ,DESC:def
many members a family be drafted the u.s. military world war ii ,NUM:count
wrote song   silent night  ,HUM:ind
company the largest japanese ship builder ,HUM:gr
does  blue ribbon  stand ,ABBR:exp
is average date most malls begin putting christmas holiday decorations ,NUM:date
many characters in chinese alphabet ,NUM:count
is burma ,LOC:other
wrote collector ,HUM:ind
major diamond producer based south africa ,HUM:gr
was samuel johnsons s friend biographer ,HUM:ind
kind women gave sigmund freud erotic dreams ,HUM:ind
are cleveland indians also called ,ENTY:termeq
commodity s shortage the largest single factor keeping north american cars the roads world war ii ,ENTY:other
many hummingbird eggs fit one ostrich egg ,NUM:count
wrote bestselling missionary travels researches south africa  published 1857 ,HUM:ind
played father  charles charge  ,HUM:ind
is gestation period human pregnancies ,NUM:period
did name daniel originate ,LOC:other
are common methods used regulate monopolies ,ENTY:techmeth
category the color pink denote the trivial pursuit baby boomer edition ,DESC:def
long the average domesticated ferret live ,NUM:period
name islamic counterpart the red cross .,ENTY:termeq
are historical trials following world war ii called ,ENTY:event
states not state income tax ,LOC:state
city the two steepest streets the u.s. ,LOC:city
is margaret thatcher known ,DESC:reason
name country giants twelve times size man  gulliver s travels . ,LOC:country
s men s par a 455-yard golf hole ,NUM:other
four elements make 90 percent the human body ,ENTY:substance
many countries there ,NUM:count
does of marijuana entering united states come ,LOC:other
stuart hamblen considered be first singing cowboy which medium ,ENTY:cremat
is steve rogers s profession he s captain america ,HUM:title
is most common cancer ,ENTY:dismed
are top 10 richest people the world ,HUM:ind
do contact answers.com direct ,DESC:manner
causes person have constantly sweaty hands feet ,DESC:reason
happened answers.com ,DESC:desc
is spectrum a sine wave ,DESC:def
ethnic group introduced idea potlatch ,HUM:gr
is person s socioeconomic position ,DESC:def
do say a friend ignores for friends ,DESC:desc
many yards in 1 mile ,NUM:count
actor the first man appear the cover mccall s ,HUM:ind
does r.e.m. stand  in rock group r.e.m. ,ABBR:exp
cruise line kathie lee gifford advertise ,HUM:gr
does name jenna mean ,DESC:def
do girls to wear training bras ,DESC:reason
was first successful heart transplant a human ,NUM:date
did edith bunker die ,DESC:manner
country boasts cawdor castle  glamis castle  blair castle ,LOC:country
define spumante .,DESC:def
does ph stand ,ABBR:exp
country mount everest ,LOC:country
country the largest country latin america ,LOC:country
name four horsemen the apocalypse .,HUM:ind
are geckos ,DESC:def
is name a book written aaron hass ,ENTY:cremat
is cosmology ,DESC:def
many watts make kilowatt ,NUM:count
tv series features adventures a married couple named jonathan jennifer ,ENTY:cremat
female faith healer wrote inspirational book believe miracles ,HUM:ind
was jinnah ,HUM:desc
did esquire name ash hole the year 1980 ,ENTY:other
did king francis hang  mona lisa  he owned ,LOC:other
s the ruin many poor boy new orleans ,ENTY:other
is habeas corpus ,DESC:def
do use intranet ,DESC:manner
famous husband-and-wife team radio ads blue nun wine ,HUM:ind
many times harold stassen announced drive the white house ,NUM:count
are bottle caps presidents  pictures inside worth ,NUM:money
can find history the hungarian language ,LOC:other
do usa fax machines work uk  nnp ,DESC:reason
cigarette  whole new world  ,ENTY:other
tramped florida looking the fountain youth ,HUM:ind
1990  day the week christmas fall ,NUM:date
is name the song dracula plays the organ ,ENTY:cremat
two animals specifically mentioned being noah s ark ,ENTY:animal
is federal income tax ,DESC:def
was name the confederate mounted guerrilla group which jesse james coleman younger ridden ,HUM:gr
disease plagued europe  africa asia ,ENTY:dismed
card game can feature dealer s choice ,ENTY:sport
many american soldiers stationed south korea ,NUM:count
is fear failure ,ENTY:dismed
many feet than 2 the average height the great wall china ,NUM:count
was verdict the 1925 trial john t. scopes ,DESC:desc
is best way travel japan ,ENTY:techmeth
long ago the anglican church part the vatican ,NUM:period
much lucy van pelt originally charge psychiatric sessions ,NUM:money
followed his first two underwater thrillers the girl the sea cortez ,HUM:ind
was parthenon built ,NUM:date
1895 h.g. wells novel written title the chronic argonauts ,ENTY:cremat
is common dolphin ,DESC:def
is answers.com funded ,DESC:manner
long a pig s orgasm last ,NUM:period
u.s. state comes last an alphabetical list ,LOC:state
many mountains been named presidents the continental usa ,NUM:count
are unemployment statistics the years 1965 1990 ,NUM:other
does bud stand ,ABBR:exp
is one independent member congress ,HUM:ind
is society ruled elders ,HUM:gr
two presidents the u.s. published books poetry ,HUM:ind
of seven dwarfs comes first alphabetically ,HUM:ind
professional cricketer s son wrote war the worlds 1898 ,HUM:ind
condiment the dutch dip french fries ,ENTY:food
comic strip never turned a broadway musical ,ENTY:cremat
what war the first submarine used ,ENTY:event
cpr the abbreviation what ,ABBR:exp
many inches apart adjacent pins tenpin bowling ,NUM:count
many miles corridors in pentagon ,NUM:count
do find area a circle ,DESC:manner
u.s. state includes san juan islands ,LOC:state
english playwright penned   the bee sucks  shall  ,HUM:ind
do red-and-white stripes a barbershop pole stand ,DESC:def
name ship beany cecil sailed .,ENTY:veh
deep a fathom ,NUM:dist
was  dead man s hand  ,DESC:def
